ID,titulacao,tipo_vinculo,dat_admissao,tempo_de_casa,cargo,regime_trabalho_mec,horas_totais,qtd_disciplina,qtd_alunos,horas_disciplina,horas_atv_dedicacao,nota_prof
1618,Mestre              ,Aulista,02/08/2004,14,PROF.  ASSISTENTE IV,Horista,9.33,1,75,8,0,3.17
1619,Mestre              ,Aulista,01/08/2013,5,PROF.  ASSISTENTE I,Regime de Tempo Parcial,40,4,104,14,14.33,4.48
1620,Mestre              ,Aulista,01/08/2005,13,PROF.  ASSISTENTE II,Regime de Tempo Parcial,24.83,1,41,2,22.5,4.85
1621,Doutor              ,Aulista,02/08/2004,14,PROF. ADJUNTO IV,Regime de Tempo Parcial,34.5,3,85,10,25.17,4.84
1622,Doutor              ,Aulista,02/08/2004,14,PROF. ADJUNTO IV,Horista,21,4,188,18,0,3.83
1623,Mestre              ,Aulista,01/08/2005,13,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,19.33,3,129,13,3,3.65
1624,Mestre              ,Aulista,02/08/2004,14,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,22.5,4,108,15,5,4.72
1625,Doutor              ,Aulista,02/08/2004,14,PROF. ADJUNTO IV,Regime de Tempo Integral,40,6,138,15,22.5,4.8
1626,Doutor              ,Aulista,05/02/2007,12,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,167,64,21.33,3.55
1627,Doutor              ,Aulista,02/08/2004,14,PROF. ADJUNTO IV,Regime de Tempo Parcial,35.67,8,190,22,10,4.41
1628,Doutor              ,Aulista,03/08/2005,13,PROF. ADJUNTO IV,Regime de Tempo Parcial,13.33,3,125,9,2.83,2.77
1629,Doutor              ,Aulista,03/08/2004,14,PROF. ADJUNTO IV,Regime de Tempo Parcial,18.25,4,77,12,4.25,4.04
1630,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,15.83,3,89,11,3,4.38
1631,Mestre              ,Aulista,07/02/2008,11,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,158,22,14.32,4.67
1632,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Regime de Tempo Parcial,18,2,64,12,4,4.58
1633,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,130,30,0,3.88
1634,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,25.67,4,305,22,0,3.88
1635,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,4,105,10,0,3.5
1636,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,32,6,320,42,4,4.53
1637,Doutor              ,Regime,12/02/2009,10,PROF. ADJUNTO IV,Regime de Tempo Parcial,24.17,2,103,7,16,4.69
1638,Mestre              ,Aulista,01/02/2013,6,PROF.  ASSISTENTE I,Regime de Tempo Parcial,33.83,7,142,20,15.17,3.95
1639,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,37,5,334,30,2,4.63
1640,Doutor              ,Aulista,04/08/2008,10,PROF. ADJUNTO IV,Horista,15.17,3,128,13,0,4.4
1641,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,23.67,3,59,10,12,4.77
1642,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,84,10,0,4.77
1643,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,7,3,88,10,0,4.71
1644,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,15.17,4,175,13,0,4.9
1645,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,21.67,4,87,16,3,3.17
1646,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,33.33,7,134,20,10,4.34
1647,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,23.33,4,283,20,0,3.74
1648,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,3,116,8,0,3.21
1649,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,4,113,18,0,4.47
1650,Doutor              ,Regime,04/02/2005,14,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,39,4,30.67,3.46
1651,Doutor              ,Regime,02/08/2005,13,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,56,4,30.67,4.45
1652,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,14,4,83,12,0,3.71
1653,Mestre              ,Aulista,06/02/2007,12,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,3,249,28,7.33,4.71
1654,Especialista        ,Aulista,01/08/2007,11,PROF.  ASSISTENTE II,Horista,16.33,5,76,14,0,4.45
1655,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,3.5,1,8,3,0,3.66
1656,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,58,4,0,4.13
1657,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,15.17,5,127,13,0,4.61
1658,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,10.5,3,118,9,0,4.61
1659,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Regime de Tempo Parcial,25.67,8,123,22,0,4.05
1660,Mestre              ,Aulista,02/08/2006,12,PROF.  ASSISTENTE IV,Horista,19.67,3,78,16,1,4.38
1661,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Horista,40,7,189,32,2.67,4.77
1662,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Horista,19.5,5,211,15,2,4.76
1663,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,30.33,8,201,26,0,4.34
1664,Doutor              ,Regime,01/04/2005,14,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,28,8,30.67,3.99
1665,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,7,2,46,6,0,4.26
1666,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Regime de Tempo Parcial,38.83,5,151,26,8.5,4.63
1667,Mestre              ,Aulista,01/08/2006,12,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,2,16,6,33,5
1668,Doutor              ,Aulista,06/02/2007,12,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,29,2,26,3.77
1669,Doutor              ,Aulista,08/02/2007,12,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,133,24,26,2.74
1670,Mestre              ,Aulista,01/02/2006,13,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,24,2,103,6,17,4.48
1671,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,81,10,0,4.49
1672,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,31.5,7,292,27,0,3.76
1673,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,14,3,41,12,0,4.89
1674,Mestre              ,Aulista,01/08/2007,11,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,85,12,21.34,4.48
1675,Doutor              ,Aulista,02/02/2009,10,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,6,234,24,12,3.99
1676,Mestre              ,Aulista,22/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,21,3,80,18,0,2.87
1677,Mestre              ,Aulista,01/08/2006,12,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,22.17,5,226,18,3.5,4.31
1678,Especialista        ,Aulista,16/08/2006,12,PROF.  ASSISTENTE II,Regime de Tempo Parcial,32.33,7,144,20,9,4.5
1679,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Regime de Tempo Parcial,20.33,3,111,12,11,4.47
1680,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,18.67,4,162,16,0,3.65
1681,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,10,4,0,3.43
1682,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Integral,40,3,132,15,22.5,4.74
1683,Mestre              ,Aulista,06/02/2012,7,PROF.  ASSISTENTE IV,Horista,30,6,307,32,2,4.39
1684,Mestre              ,Aulista,11/02/2016,3,PROF.  ASSISTENTE I,Horista,23.33,3,156,20,0,4.31
1685,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,21,4,138,18,0,4.31
1686,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,17.5,4,149,16,0,4.75
1687,Mestre              ,Aulista,03/08/2009,9,PROF.  ASSISTENTE II,Horista,14,4,136,12,0,4.23
1688,Especialista        ,Aulista,25/02/2016,3,PROF.  AUXILIAR I,Horista,14,1,58,12,0,3.83
1689,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,37,8,0,4.46
1690,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,45,20,0,4.9
1691,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,28.5,4,170,20,5.17,4.94
1692,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,85,10,0,4.45
1693,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Regime de Tempo Integral,40,5,127,20,16.67,4.11
1694,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Horista,15.17,4,94,13,0,4.73
1695,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,143,10,0,2.91
1696,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,24.5,7,179,37,0,4.44
1697,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,21,5,114,18,0,4.43
1698,Doutor              ,Aulista,01/02/2006,13,PROF. ADJUNTO IV,Horista,33.33,7,237,98,3,4.55
1699,Doutor              ,Aulista,01/02/2006,13,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,55,11,27.17,3.97
1700,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,24.5,4,93,21,0,4.52
1701,Especialista        ,Aulista,01/08/2007,11,PROF.  ASSISTENTE II,Horista,16.33,6,100,14,0,4.78
1702,Doutor              ,Aulista,01/08/2007,11,PROF. ADJUNTO IV,Regime de Tempo Integral,40,9,188,24,12,4.64
1703,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,15.17,4,110,13,0,4.01
1704,Doutor              ,Aulista,01/08/2006,12,PROF. ADJUNTO IV,Regime de Tempo Parcial,33.33,5,169,19,12.33,4.82
1705,Mestre              ,Aulista,01/08/2012,6,PROF.  ASSISTENTE I,Regime de Tempo Parcial,33.17,5,272,25,4,3.67
1706,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,18.67,3,129,16,0,4.81
1707,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,202,12,0,4.67
1708,Doutor              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,26,5,198,26,5,4.49
1709,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,115,12,0,4.31
1710,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,12,4,0,4.37
1711,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,18.67,5,160,28,0,3.66
1712,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,23.33,5,211,20,0,4.65
1713,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,14,3,75,12,0,3.83
1714,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,14,3,148,12,0,4.6
1715,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.12,4,29,10,0,4.48
1716,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,2,116,15,0,3.96
1717,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,62,8,0,3.39
1718,Mestre              ,Aulista,01/08/2006,12,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,38.83,6,296,33,9.67,4
1719,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,154,12,0,4.26
1720,Mestre              ,Aulista,01/08/2006,12,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,86,14,23.67,4.43
1721,Mestre              ,Aulista,08/02/2007,12,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,45,10,28.33,3.54
1722,Mestre              ,Aulista,01/08/2006,12,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,34.83,8,204,32,6.83,3.64
1723,Mestre              ,Aulista,01/02/2012,7,PROF.  ASSISTENTE II,Regime de Tempo Integral,40,3,117,23,27.17,4.63
1724,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,18.83,3,113,11,6,3.59
1725,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,27.33,8,367,24,4,4.46
1726,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,29.17,7,140,21,4.67,3.53
1727,Mestre              ,Aulista,04/08/2008,10,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,38.33,4,97,16,19.67,4.73
1728,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,4.67,1,45,4,0,3.71
1729,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,9.4,1,31,8,0,4.92
1730,Doutor              ,Aulista,02/02/2015,4,PROF. ADJUNTO I,Regime de Tempo Integral,40,6,240,14,23.67,4.37
1731,Doutor              ,Aulista,28/07/2014,4,PROF. ADJUNTO I,Regime de Tempo Parcial,29.33,5,109,22,6,4.46
1732,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,95,10,0,4.22
1733,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,4,196,12,0,3.93
1734,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,40,7,135,28,12,4.84
1735,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,14,1,26,12,0,3.32
1736,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,18.67,4,144,16,0,3.93
1737,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,2,66,10,0,4.02
1738,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,42,8,0,3.67
1739,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,147,10,0,4.49
1740,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,4,91,14,0,4.04
1741,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,162,12,0,4.05
1742,Mestre              ,Aulista,01/08/2007,11,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,39,6,425,22,13.33,3.96
1743,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,40,5,148,24,12,3.4
1744,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,40,7,320,43,6.17,4.75
1745,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,47,16,0,4.02
1746,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,60,8,0,4.47
1747,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,50,8,0,4.9
1748,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,2,117,12,0,3.44
1749,Mestre              ,Aulista,08/02/2007,12,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,23.33,2,12,20,0,2.96
1750,Mestre              ,Aulista,05/04/2016,3,PROF.  ASSISTENTE I,Horista,7,2,29,6,0,4.73
1751,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,14,4,181,12,0,4.01
1752,Mestre              ,Aulista,01/08/2007,11,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,193,18,19,4.39
1753,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,12.83,5,161,11,0,3.64
1754,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,62,4,0,3.02
1755,Doutor              ,Aulista,02/08/2007,11,PROF. ADJUNTO IV,Regime de Tempo Integral,40,7,171,18,19,3.8
1756,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,12.83,4,85,12,0,4.42
1757,Mestre              ,Aulista,01/08/2007,11,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,111,24,12,4.24
1758,Doutor              ,Aulista,01/08/2012,6,PROF. ADJUNTO I,Regime de Tempo Integral,40,1,129,10,28.34,4.03
1759,Doutor              ,Regime,01/08/2013,5,PROF. ADJUNTO I,Regime de Tempo Integral,40,3,123,9,29.5,3.9
1760,Mestre              ,Aulista,01/08/2007,11,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,230,16,21.33,3.16
1761,Doutor              ,Aulista,07/02/2008,11,PROF. ADJUNTO IV,Regime de Tempo Parcial,35,4,142,12,21,4.01
1762,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,11.67,4,51,10,0,3.94
1763,Mestre              ,Aulista,19/03/2016,3,PROF.  ASSISTENTE I,Horista,11.67,3,39,14,0,4.62
1764,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,7,2,39,6,0,3.47
1765,Mestre              ,Aulista,01/08/2011,7,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,4,235,48,12,4.41
1766,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Regime de Tempo Integral,40,8,198,24,14.33,4.81
1767,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,4,130,22,0,4.31
1768,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,3,105,14,0,4.32
1769,Mestre              ,Aulista,17/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,79,8,0,4.12
1770,Mestre              ,Aulista,01/08/2007,11,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,121,16,21.33,4.63
1771,Mestre              ,Aulista,14/03/2016,3,PROF.  ASSISTENTE I,Horista,9.5,3,47,7,0,3.63
1772,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,136,20,0,3.69
1773,Doutor              ,Aulista,01/08/2007,11,PROF. ADJUNTO IV,Horista,14,3,134,12,0,3.39
1774,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,4,234,14,0,3.38
1775,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,118,20,0,4.4
1776,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,19.83,5,117,17,0,4.77
1777,Doutor              ,Aulista,03/02/2014,5,PROF. ADJUNTO I,Horista,26.5,3,101,21,2,3.12
1778,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,14,4,100,12,0,4.61
1779,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,23.33,5,176,20,0,4.39
1780,Mestre              ,Aulista,01/02/2012,7,PROF.  ASSISTENTE IV,Horista,9.33,2,139,8,0,3.48
1781,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,23.33,4,284,20,0,4.72
1782,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,3,91,8,0,3.24
1783,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,89,36,0,3.6
1784,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,62,12,0,4.87
1785,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,5,180,20,0,3.9
1786,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,4,131,38,0,3.89
1787,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,14,3,86,12,0,2.89
1788,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,28,6,251,24,0,4.33
1789,Mestre              ,Aulista,02/02/2009,10,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,112,13,24.83,4.44
1790,Doutor              ,Aulista,07/02/2008,11,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,130,26,19,3.09
1791,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,48,8,0,4.38
1792,Especialista        ,Aulista,01/02/2016,3,PROF.  AUXILIAR I,Horista,14,3,102,12,0,4.21
1793,Doutor              ,Aulista,04/08/2008,10,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,10,399,26,9.11,4.14
1794,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,2,70,14,0,4.1
1795,Mestre              ,Aulista,28/07/2014,4,PROF.  ASSISTENTE I,Horista,9.33,2,121,8,0,4.13
1796,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Horista,16.33,4,159,22,0,3.77
1797,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,21,5,166,66,0,4.46
1798,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,1,79,8,0,4.42
1799,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,133,8,0,3.94
1800,Doutor              ,Aulista,04/08/2008,10,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,61,10,28.33,4.21
1801,Especialista        ,Aulista,01/02/2010,9,PROF.  ASSISTENTE II,Regime de Tempo Integral,40,2,50,8,30.67,4.51
1802,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,11.67,3,89,10,0,4.19
1803,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,3,190,8,0,4.18
1804,Mestre              ,Aulista,04/08/2008,10,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,34.5,7,191,27,3,4.73
1805,Mestre              ,Aulista,03/08/2009,9,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,4,142,22,14.33,4.6
1806,Mestre              ,Aulista,02/02/2011,8,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,29.33,4,128,20,6,3.42
1807,Mestre              ,Aulista,02/02/2015,4,PROF.  ASSISTENTE I,Regime de Tempo Parcial,21.83,4,133,25,2,4.19
1808,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,21.67,4,125,16,3,4.46
1809,Doutor              ,Aulista,03/08/2015,3,PROF. ADJUNTO I,Regime de Tempo Parcial,26.17,5,63,19,4,3.76
1810,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,7,2,53,6,0,4.82
1811,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,29.83,6,101,20,6.5,4.63
1812,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Regime de Tempo Parcial,27.5,6,84,21,3,4.4
1813,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,7,2,62,6,0,4.68
1814,Mestre              ,Aulista,02/02/2009,10,PROF.  ASSISTENTE IV,Horista,25.22,3,114,19,2.5,4.38
1815,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,3,49,10,0,3.04
1816,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,16.33,4,173,14,0,4.55
1817,Doutor              ,Aulista,01/08/2013,5,PROF. ADJUNTO I,Regime de Tempo Parcial,36,3,113,22,10.33,3.85
1818,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,18.67,4,233,24,0,3.09
1819,Especialista        ,Aulista,03/08/2015,3,PROF.  AUXILIAR I,Horista,16.33,2,88,14,0,4.59
1820,Doutor              ,Aulista,28/07/2014,4,PROF. ADJUNTO I,Horista,8.67,2,121,4,4,4.6
1821,Especialista        ,Aulista,02/02/2015,4,PROF.  AUXILIAR I,Regime de Tempo Parcial,14,4,59,12,0,4.71
1822,Doutor              ,Aulista,03/08/2009,9,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,9,137,30,5,4.63
1823,Mestre              ,Aulista,01/08/2011,7,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,36,6,232,40,8,4.33
1824,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,20,4,0,3.57
1825,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,28,10,139,62,0,4.48
1826,Especialista        ,Aulista,04/03/2016,3,PROF.  AUXILIAR I,Horista,2.33,1,27,2,0,4.59
1827,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,9.33,2,73,8,0,4.32
1828,Mestre              ,Aulista,03/08/2015,3,PROF.  ASSISTENTE I,Horista,23.33,5,185,14,0,4.73
1829,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Horista,23.33,5,244,20,0,4.3
1830,Mestre              ,Aulista,01/02/2012,7,PROF.  ASSISTENTE II,Regime de Tempo Parcial,30.67,5,130,22,5,4.84
1831,Mestre              ,Aulista,01/02/2010,9,PROF.  ASSISTENTE II,Horista,18.67,5,127,16,0,4.51
1832,Doutor              ,Aulista,01/02/2010,9,PROF. ADJUNTO IV,Regime de Tempo Parcial,34.5,3,105,15,17,4.79
1833,Mestre              ,Aulista,02/02/2011,8,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,177,23,8.5,4.6
1834,Mestre              ,Aulista,03/02/2014,5,PROF.  ASSISTENTE I,Regime de Tempo Parcial,19.83,5,178,17,0,4.66
1835,Mestre              ,Aulista,06/02/2012,7,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,61,12,16.67,4.49
1836,Doutor              ,Aulista,02/02/2011,8,PROF. ADJUNTO IV,Regime de Tempo Parcial,27.08,6,113,18,6,3.77
1837,Mestre              ,Aulista,01/08/2013,5,PROF.  ASSISTENTE I,Horista,26.83,5,261,35,0,3.92
1838,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,19.83,5,128,25,0,3.6
1839,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,4.67,1,30,4,0,4.78
